Term	P_rho	P_pval	C_rho	C_pval	RLIPP
NEST:49	1.086e-01	5.410e-02	1.340e-01	1.734e-02	8.107e-01
NEST:66	3.860e-01	1.244e-12	3.976e-01	2.259e-13	9.709e-01
NEST:45	9.438e-02	9.449e-02	1.204e-01	3.271e-02	7.841e-01
NEST:69	1.540e-01	6.181e-03	1.273e-01	2.381e-02	1.209e+00
NEST:137	1.754e-01	1.779e-03	1.124e-01	4.631e-02	1.561e+00
NEST:145	6.274e-02	2.669e-01	7.709e-02	1.723e-01	8.138e-01
NEST:138	2.251e-01	5.571e-05	2.715e-02	6.313e-01	8.291e+00
NEST:168	4.058e-01	6.424e-14	3.797e-01	3.069e-12	1.069e+00
NEST:169	1.224e-01	2.993e-02	1.232e-01	2.876e-02	9.929e-01
NEST:127	1.822e-01	1.165e-03	-5.593e-02	3.224e-01	-3.257e+00
NEST:212	3.575e-01	6.279e-11	3.524e-01	1.219e-10	1.014e+00
NEST:170	2.011e-01	3.279e-04	2.809e-01	4.028e-07	7.161e-01
NEST:105	1.578e-01	4.987e-03	1.789e-01	1.427e-03	8.821e-01
NEST:77	9.813e-02	8.205e-02	1.848e-01	9.813e-04	5.309e-01
NEST:254	1.602e-01	4.360e-03	1.617e-01	4.016e-03	9.911e-01
NEST:52	4.659e-01	2.236e-18	9.627e-02	8.804e-02	4.839e+00
NEST:81	1.175e-01	3.719e-02	1.784e-01	1.478e-03	6.585e-01
NEST:146	3.588e-01	5.268e-11	3.441e-01	3.497e-10	1.043e+00
NEST:129	1.957e-01	4.766e-04	1.080e-01	5.544e-02	1.812e+00
NEST:112	4.159e-01	1.327e-14	2.791e-01	4.782e-07	1.490e+00
NEST:117	2.903e-01	1.561e-07	1.461e-02	7.962e-01	1.987e+01
NEST:123	2.657e-01	1.724e-06	2.082e-01	1.975e-04	1.276e+00
NEST:126	4.515e-01	3.137e-17	2.236e-01	6.246e-05	2.020e+00
NEST:133	2.566e-01	3.952e-06	2.436e-01	1.228e-05	1.053e+00
NEST:155	3.285e-01	2.324e-09	3.589e-01	5.207e-11	9.152e-01
NEST:177	3.687e-01	1.398e-11	3.791e-01	3.314e-12	9.726e-01
NEST:85	3.757e-01	5.382e-12	3.504e-01	1.568e-10	1.072e+00
NEST:150	4.569e-01	1.191e-17	3.199e-01	6.325e-09	1.428e+00
NEST:90	8.627e-02	1.265e-01	2.059e-01	2.333e-04	4.189e-01
NEST:61	2.018e-01	3.128e-04	2.290e-01	4.095e-05	8.814e-01
NEST:210	3.412e-01	5.016e-10	3.285e-01	2.327e-09	1.039e+00
NEST:55	5.430e-01	1.490e-25	2.639e-01	2.042e-06	2.058e+00
NEST:142	7.230e-02	2.006e-01	6.847e-02	2.256e-01	1.056e+00
NEST:153	2.474e-01	8.901e-06	2.780e-01	5.339e-07	8.898e-01
NEST:182	1.700e-01	2.467e-03	2.066e-01	2.220e-04	8.228e-01
NEST:221	1.683e-01	2.728e-03	1.513e-01	7.132e-03	1.112e+00
NEST:239	2.297e-01	3.847e-05	2.239e-01	6.083e-05	1.026e+00
NEST:132	1.757e-01	1.746e-03	6.661e-02	2.385e-01	2.638e+00
NEST:89	2.387e-01	1.861e-05	1.742e-01	1.911e-03	1.370e+00
NEST:195	1.597e-01	4.503e-03	2.226e-01	6.762e-05	7.173e-01
NEST:21	3.525e-01	1.198e-10	3.520e-01	1.286e-10	1.002e+00
NEST:70	1.485e-01	8.317e-03	1.306e-01	2.040e-02	1.137e+00
NEST:13	3.669e-01	1.792e-11	2.331e-01	2.947e-05	1.574e+00
NEST:256	2.568e-01	3.905e-06	2.044e-01	2.611e-04	1.256e+00
NEST:33	2.105e-01	1.675e-04	1.631e-01	3.702e-03	1.291e+00
NEST:47	3.686e-01	1.423e-11	3.320e-01	1.539e-09	1.110e+00
NEST:48	8.320e-02	1.407e-01	8.491e-02	1.327e-01	9.799e-01
NEST:63	1.125e-01	4.603e-02	1.181e-01	3.612e-02	9.524e-01
NEST:84	1.963e-01	4.589e-04	1.735e-01	1.994e-03	1.131e+00
NEST:202	2.568e-03	9.638e-01	1.284e-01	2.265e-02	2.000e-02
NEST:43	1.281e-01	2.298e-02	1.463e-01	9.338e-03	8.758e-01
NEST:51	1.316e-01	1.944e-02	1.365e-01	1.537e-02	9.646e-01
NEST:57	3.574e-01	6.377e-11	3.279e-01	2.476e-09	1.090e+00
NEST:82	3.647e-01	2.420e-11	3.517e-01	1.326e-10	1.037e+00
NEST:83	3.311e-01	1.704e-09	1.618e-01	3.989e-03	2.046e+00
NEST:165	2.258e-01	5.264e-05	2.796e-01	4.548e-07	8.074e-01
NEST:186	2.189e-01	8.948e-05	1.145e-01	4.230e-02	1.912e+00
NEST:193	1.499e-01	7.697e-03	4.390e-02	4.375e-01	3.414e+00
NEST:199	2.816e-01	3.763e-07	2.982e-01	6.828e-08	9.441e-01
NEST:293	2.282e-01	4.348e-05	2.681e-01	1.373e-06	8.510e-01
NEST:94	1.845e-01	1.004e-03	1.937e-01	5.446e-04	9.522e-01
NEST:97	1.175e-01	3.712e-02	9.699e-02	8.567e-02	1.211e+00
NEST:27	2.679e-02	6.357e-01	3.942e-02	4.857e-01	6.796e-01
NEST:158	2.141e-01	1.282e-04	2.231e-01	6.492e-05	9.598e-01
NEST:134	5.212e-03	9.266e-01	-2.790e-03	9.607e-01	-1.868e+00
NEST:42	3.000e-01	5.676e-08	2.354e-01	2.436e-05	1.274e+00
NEST:93	1.029e-01	6.823e-02	1.293e-01	2.172e-02	7.957e-01
NEST:35	2.329e-01	2.994e-05	2.603e-01	2.833e-06	8.946e-01
NEST:39	7.799e-02	1.673e-01	1.497e-02	7.913e-01	5.211e+00
NEST:11	2.538e-01	5.060e-06	8.864e-02	1.164e-01	2.864e+00
NEST:78	-3.469e-02	5.396e-01	9.293e-02	9.971e-02	-3.734e-01
NEST:24	-6.688e-03	9.059e-01	1.878e-01	8.086e-04	-3.561e-02
NEST:196	4.851e-02	3.908e-01	2.254e-02	6.902e-01	2.152e+00
NEST:163	3.130e-01	1.380e-08	2.885e-01	1.882e-07	1.085e+00
NEST:54	1.026e-01	6.892e-02	1.216e-01	3.097e-02	8.440e-01
NEST:277	1.418e-01	1.173e-02	1.912e-01	6.455e-04	7.418e-01
NEST:59	1.632e-01	3.678e-03	2.415e-01	1.470e-05	6.758e-01
NEST:125	7.487e-02	1.851e-01	1.417e-01	1.182e-02	5.284e-01
NEST:231	1.179e-01	3.650e-02	1.549e-01	5.870e-03	7.610e-01
NEST:80	1.308e-01	2.019e-02	1.535e-01	6.354e-03	8.525e-01
NEST	1.000e+00	0.000e+00	9.878e-01	2.017e-244	1.012e+00
NEST:6	7.098e-01	1.429e-47	6.716e-01	5.770e-41	1.057e+00
NEST:58	5.477e-01	4.825e-25	5.564e-01	5.991e-26	9.844e-01
NEST:73	4.710e-01	4.442e-18	4.295e-01	5.486e-15	1.097e+00
NEST:3	8.896e-01	4.083e-104	8.580e-01	8.582e-89	1.037e+00
NEST:32	3.359e-01	2.132e-09	2.518e-01	9.468e-06	1.334e+00
NEST:4	7.837e-01	5.432e-64	7.701e-01	1.615e-60	1.018e+00
NEST:1	9.040e-01	9.989e-113	8.590e-01	3.319e-89	1.052e+00
NEST:7	3.598e-01	1.171e-10	4.074e-01	1.682e-13	8.832e-01
NEST:50	6.326e-01	3.624e-35	6.565e-01	1.274e-38	9.636e-01
NEST:15	7.151e-01	1.411e-48	6.702e-01	9.614e-41	1.067e+00
NEST:10	6.010e-01	4.902e-31	6.141e-01	1.072e-32	9.786e-01
NEST:92	1.933e-01	7.339e-04	2.128e-01	1.955e-04	9.084e-01
NEST:9	5.874e-01	2.081e-29	5.986e-01	9.564e-31	9.814e-01
NEST:30	4.639e-01	1.614e-17	5.012e-01	1.304e-20	9.255e-01
NEST:79	3.924e-01	1.478e-12	4.302e-01	4.886e-15	9.120e-01
NEST:98	2.964e-01	1.541e-07	1.566e-01	6.379e-03	1.892e+00
NEST:5	3.199e-01	1.297e-08	4.409e-01	8.584e-16	7.256e-01
NEST:108	4.189e-02	4.683e-01	1.946e-01	6.745e-04	2.153e-01
NEST:102	5.394e-01	3.419e-24	5.638e-01	9.731e-27	9.566e-01
NEST:110	5.189e-01	3.261e-22	5.451e-01	8.955e-25	9.518e-01
NEST:107	3.726e-01	2.235e-11	1.986e-01	5.179e-04	1.876e+00
NEST:53	3.349e-01	2.387e-09	2.291e-01	5.867e-05	1.462e+00
NEST:65	5.294e-01	3.233e-23	2.843e-01	5.034e-07	1.862e+00
NEST:91	5.271e-01	5.365e-23	3.307e-01	3.874e-09	1.594e+00
NEST:8	5.694e-01	2.396e-27	5.404e-01	2.678e-24	1.054e+00
NEST:130	2.572e-01	5.979e-06	2.776e-01	9.553e-07	9.265e-01
NEST:38	6.472e-01	3.136e-37	4.295e-01	5.517e-15	1.507e+00
NEST:121	1.877e-01	1.050e-03	2.112e-01	2.179e-04	8.884e-01
NEST:119	2.210e-01	1.078e-04	2.268e-01	6.970e-05	9.743e-01
NEST:18	5.025e-01	9.881e-21	4.925e-01	7.350e-20	1.020e+00
NEST:25	4.442e-01	4.935e-16	1.956e-01	6.308e-04	2.271e+00
NEST:12	5.483e-01	4.213e-25	5.387e-01	4.000e-24	1.018e+00
NEST:60	3.001e-01	1.060e-07	2.987e-01	1.219e-07	1.005e+00
NEST:104	4.284e-01	6.544e-15	4.327e-01	3.281e-15	9.901e-01
NEST:2	6.814e-01	1.480e-42	6.760e-01	1.126e-41	1.008e+00
NEST:14	2.306e-01	5.216e-05	1.595e-01	5.477e-03	1.446e+00
NEST:174	1.914e-01	8.303e-04	2.547e-02	6.593e-01	7.513e+00
NEST:17	3.231e-01	9.161e-09	3.753e-01	1.541e-11	8.607e-01
NEST:19	2.611e-01	4.257e-06	3.001e-01	1.052e-07	8.699e-01
NEST:22	6.587e-02	2.538e-01	5.206e-02	3.673e-01	1.265e+00
NEST:20	2.588e-01	5.177e-06	3.457e-01	6.635e-10	7.487e-01
NEST:26	2.953e-01	1.716e-07	1.275e-01	2.673e-02	2.316e+00
NEST:23	6.957e-02	2.281e-01	1.810e-01	1.583e-03	3.843e-01
NEST:36	1.094e-01	5.766e-02	9.318e-02	1.061e-01	1.174e+00
NEST:16	2.102e-01	2.336e-04	2.242e-01	8.457e-05	9.375e-01
NEST:29	1.878e-01	1.043e-03	2.179e-01	1.348e-04	8.616e-01
NEST:31	1.770e-01	2.012e-03	2.082e-01	2.701e-04	8.505e-01
NEST:34	5.609e-01	2.026e-26	4.894e-01	1.364e-19	1.146e+00
NEST:40	1.621e-01	4.751e-03	9.887e-02	8.628e-02	1.639e+00
NEST:44	1.922e-01	7.881e-04	2.240e-01	8.615e-05	8.579e-01
NEST:49	4.684e-02	4.174e-01	1.128e-01	5.025e-02	4.153e-01
NEST:66	4.317e-01	3.864e-15	4.367e-01	1.722e-15	9.886e-01
NEST:45	2.246e-01	8.222e-05	2.685e-01	2.196e-06	8.365e-01
NEST:69	2.120e-01	2.069e-04	2.117e-01	2.114e-04	1.001e+00
NEST:137	1.895e-01	9.327e-04	9.063e-02	1.160e-01	2.091e+00
NEST:145	9.706e-02	9.223e-02	1.676e-01	3.493e-03	5.792e-01
NEST:138	2.092e-01	2.510e-04	1.481e-01	9.969e-03	1.413e+00
NEST:168	4.061e-01	2.018e-13	2.064e-01	3.055e-04	1.968e+00
NEST:169	1.284e-01	2.569e-02	2.042e-01	3.556e-04	6.288e-01
NEST:127	1.594e-01	5.506e-03	1.495e-01	9.285e-03	1.066e+00
NEST:212	3.995e-01	5.365e-13	4.373e-01	1.553e-15	9.135e-01
NEST:170	1.565e-01	6.439e-03	2.580e-01	5.551e-06	6.063e-01
NEST:105	-2.124e-02	7.131e-01	1.135e-01	4.869e-02	-1.871e-01
NEST:77	4.718e-02	4.139e-01	1.319e-01	2.190e-02	3.578e-01
NEST:254	1.284e-01	2.569e-02	2.445e-01	1.739e-05	5.251e-01
NEST:52	4.733e-01	2.897e-18	2.915e-01	2.511e-07	1.624e+00
NEST:81	1.854e-01	1.210e-03	2.139e-01	1.797e-04	8.666e-01
NEST:146	2.032e-01	3.800e-04	2.061e-01	3.118e-04	9.860e-01
NEST:129	1.459e-01	1.111e-02	1.771e-01	2.007e-03	8.241e-01
NEST:112	3.761e-01	1.384e-11	1.955e-01	6.364e-04	1.924e+00
NEST:117	2.616e-01	4.066e-06	1.880e-01	1.025e-03	1.391e+00
NEST:123	2.144e-01	1.741e-04	2.232e-01	9.159e-05	9.606e-01
NEST:126	2.284e-01	6.174e-05	3.943e-02	4.948e-01	5.792e+00
NEST:133	1.674e-01	3.521e-03	2.442e-01	1.769e-05	6.855e-01
NEST:155	2.826e-01	5.929e-07	3.357e-01	2.167e-09	8.419e-01
NEST:177	2.072e-01	2.889e-04	2.429e-01	1.968e-05	8.528e-01
NEST:85	3.796e-01	8.660e-12	2.911e-01	2.606e-07	1.304e+00
NEST:150	5.097e-01	2.248e-21	3.167e-01	1.834e-08	1.609e+00
NEST:90	2.116e-01	2.124e-04	2.283e-01	6.237e-05	9.269e-01
NEST:61	2.143e-01	1.746e-04	2.123e-01	2.017e-04	1.010e+00
NEST:210	2.022e-01	4.074e-04	2.601e-01	4.623e-06	7.771e-01
NEST:55	4.401e-01	9.684e-16	2.688e-01	2.144e-06	1.637e+00
NEST:142	2.486e-01	1.233e-05	1.100e-01	5.619e-02	2.260e+00
NEST:153	3.703e-01	3.019e-11	2.345e-01	3.855e-05	1.579e+00
NEST:182	2.102e-01	2.340e-04	2.729e-01	1.482e-06	7.704e-01
NEST:221	1.744e-01	2.351e-03	1.798e-01	1.708e-03	9.702e-01
NEST:239	1.508e-01	8.685e-03	1.590e-01	5.609e-03	9.480e-01
NEST:132	3.879e-02	5.019e-01	-2.574e-02	6.560e-01	-1.507e+00
NEST:89	2.990e-01	1.180e-07	2.071e-01	2.908e-04	1.444e+00
NEST:195	2.779e-01	9.266e-07	3.361e-01	2.075e-09	8.269e-01
NEST:21	2.721e-01	1.588e-06	2.241e-01	8.574e-05	1.214e+00
NEST:70	1.514e-01	8.416e-03	2.628e-01	3.676e-06	5.761e-01
NEST:13	4.709e-01	4.503e-18	3.629e-01	7.840e-11	1.298e+00
NEST:256	2.126e-01	1.974e-04	2.360e-01	3.429e-05	9.010e-01
NEST:33	3.605e-01	1.061e-10	3.065e-01	5.445e-08	1.176e+00
NEST:47	4.176e-01	3.581e-14	3.262e-01	6.429e-09	1.280e+00
NEST:48	2.262e-02	6.954e-01	-4.213e-03	9.419e-01	-5.371e+00
NEST:63	1.627e-01	4.580e-03	6.947e-02	2.287e-01	2.342e+00
NEST:84	1.967e-01	5.858e-04	2.130e-01	1.915e-04	9.234e-01
NEST:202	1.103e-01	5.557e-02	1.165e-01	4.305e-02	9.465e-01
NEST:43	7.924e-02	1.696e-01	1.164e-01	4.327e-02	6.808e-01
NEST:51	1.939e-01	7.056e-04	1.889e-01	9.729e-04	1.027e+00
NEST:57	4.576e-01	4.923e-17	3.749e-01	1.645e-11	1.221e+00
NEST:82	4.166e-01	4.164e-14	4.137e-01	6.464e-14	1.007e+00
NEST:83	4.327e-01	3.290e-15	3.288e-01	4.807e-09	1.316e+00
NEST:165	3.491e-01	4.402e-10	3.883e-01	2.616e-12	8.990e-01
NEST:186	1.355e-01	1.849e-02	-7.890e-02	1.714e-01	-1.717e+00
NEST:193	2.277e-01	6.536e-05	2.125e-01	1.995e-04	1.072e+00
NEST:199	2.390e-01	2.712e-05	3.130e-01	2.741e-08	7.634e-01
NEST:293	2.688e-01	2.148e-06	3.393e-01	1.427e-09	7.922e-01
NEST:94	3.124e-01	2.935e-08	2.168e-01	1.465e-04	1.441e+00
NEST:97	1.774e-01	1.967e-03	1.921e-01	7.906e-04	9.236e-01
NEST:27	3.822e-03	9.473e-01	-5.003e-02	3.862e-01	-7.639e-02
NEST:158	1.963e-01	6.012e-04	1.920e-01	7.962e-04	1.022e+00
NEST:134	6.397e-02	2.678e-01	3.024e-02	6.007e-01	2.116e+00
NEST:42	2.729e-01	1.482e-06	2.788e-01	8.490e-07	9.785e-01
NEST:93	2.232e-01	9.130e-05	2.666e-01	2.609e-06	8.372e-01
NEST:35	2.173e-01	1.412e-04	2.861e-01	4.264e-07	7.596e-01
NEST:39	1.481e-01	9.963e-03	1.311e-01	2.268e-02	1.130e+00
NEST:11	2.762e-01	1.092e-06	2.259e-01	7.483e-05	1.223e+00
NEST:78	-4.405e-04	9.939e-01	1.553e-01	6.863e-03	-2.837e-03
NEST:24	1.448e-01	1.173e-02	7.941e-02	1.687e-01	1.824e+00
NEST:196	1.804e-01	1.644e-03	2.923e-01	2.308e-07	6.171e-01
NEST:163	1.041e-01	7.080e-02	1.334e-01	2.041e-02	7.806e-01
NEST:54	1.155e-01	4.481e-02	2.436e-02	6.733e-01	4.743e+00
NEST:277	2.063e-01	3.075e-04	8.563e-02	1.376e-01	2.409e+00
NEST:59	1.840e-01	1.319e-03	2.066e-01	3.019e-04	8.908e-01
NEST:125	1.890e-01	9.657e-04	1.359e-01	1.816e-02	1.391e+00
NEST:231	1.832e-01	1.388e-03	1.513e-01	8.448e-03	1.211e+00
NEST:80	1.257e-01	2.890e-02	1.537e-01	7.450e-03	8.181e-01
NEST	1.000e+00	0.000e+00	9.904e-01	9.552e-143	1.010e+00
NEST:6	7.379e-01	8.319e-30	7.274e-01	1.295e-28	1.014e+00
NEST:58	4.784e-01	7.051e-11	4.832e-01	4.281e-11	9.901e-01
NEST:73	4.891e-01	2.282e-11	4.839e-01	3.980e-11	1.011e+00
NEST:3	9.106e-01	7.876e-65	8.867e-01	7.766e-57	1.027e+00
NEST:32	4.401e-01	2.973e-09	2.639e-01	5.910e-04	1.668e+00
NEST:4	8.279e-01	4.942e-43	8.198e-01	1.486e-41	1.010e+00
NEST:1	9.129e-01	1.005e-65	8.681e-01	9.243e-52	1.052e+00
NEST:7	3.762e-01	5.902e-07	3.810e-01	4.101e-07	9.872e-01
NEST:50	6.052e-01	5.774e-18	6.142e-01	1.361e-18	9.854e-01
NEST:15	7.456e-01	1.033e-30	7.396e-01	5.343e-30	1.008e+00
NEST:10	6.728e-01	3.135e-23	7.078e-01	1.524e-26	9.506e-01
NEST:92	9.516e-02	2.227e-01	1.042e-01	1.813e-01	9.128e-01
NEST:9	5.516e-01	1.340e-14	5.585e-01	5.370e-15	9.877e-01
NEST:30	3.812e-01	4.045e-07	4.947e-01	1.249e-11	7.706e-01
NEST:79	2.966e-01	1.042e-04	3.096e-01	4.933e-05	9.581e-01
NEST:98	2.448e-01	1.482e-03	1.385e-01	7.508e-02	1.767e+00
NEST:5	4.996e-01	7.265e-12	4.624e-01	3.557e-10	1.080e+00
NEST:108	2.746e-01	3.423e-04	3.024e-01	7.490e-05	9.082e-01
NEST:102	4.525e-01	9.336e-10	4.566e-01	6.266e-10	9.909e-01
NEST:110	4.394e-01	3.175e-09	4.597e-01	4.662e-10	9.558e-01
NEST:107	3.850e-01	3.031e-07	3.883e-01	2.348e-07	9.915e-01
NEST:53	4.097e-01	4.239e-08	4.244e-01	1.209e-08	9.652e-01
NEST:65	4.765e-01	8.660e-11	2.877e-01	1.706e-04	1.656e+00
NEST:91	4.758e-01	9.263e-11	2.611e-01	6.789e-04	1.822e+00
NEST:8	4.870e-01	2.852e-11	5.041e-01	4.400e-12	9.662e-01
NEST:130	1.951e-01	1.179e-02	2.516e-01	1.075e-03	7.752e-01
NEST:38	6.377e-01	2.509e-20	5.638e-01	2.596e-15	1.131e+00
NEST:121	8.860e-02	2.563e-01	1.172e-01	1.325e-01	7.557e-01
NEST:119	3.394e-01	7.685e-06	2.840e-01	2.087e-04	1.195e+00
NEST:18	4.291e-01	8.032e-09	2.223e-01	3.993e-03	1.930e+00
NEST:25	2.418e-01	1.697e-03	1.536e-01	4.814e-02	1.574e+00
NEST:12	6.051e-01	5.853e-18	5.766e-01	4.282e-16	1.049e+00
NEST:60	2.755e-01	3.275e-04	2.180e-01	4.774e-03	1.264e+00
NEST:104	4.385e-01	3.429e-09	4.786e-01	6.931e-11	9.163e-01
NEST:2	7.081e-01	1.435e-26	6.971e-01	1.781e-25	1.016e+00
NEST:14	2.372e-01	2.094e-03	2.176e-01	4.866e-03	1.090e+00
NEST:174	3.476e-01	4.465e-06	2.839e-01	2.103e-04	1.224e+00
NEST:17	4.287e-01	8.277e-09	5.086e-01	2.637e-12	8.430e-01
NEST:19	2.874e-01	1.737e-04	3.532e-01	3.050e-06	8.138e-01
NEST:22	2.087e-01	6.963e-03	2.129e-01	5.898e-03	9.805e-01
NEST:20	1.879e-01	1.536e-02	2.896e-01	1.538e-04	6.487e-01
NEST:26	3.490e-01	4.046e-06	1.165e-01	1.349e-01	2.996e+00
NEST:23	1.802e-01	2.018e-02	2.115e-01	6.222e-03	8.518e-01
NEST:36	3.345e-02	6.688e-01	4.205e-02	5.906e-01	7.955e-01
NEST:16	3.889e-01	2.239e-07	3.480e-01	4.353e-06	1.118e+00
NEST:29	3.174e-01	3.098e-05	2.038e-01	8.433e-03	1.557e+00
NEST:31	3.529e-01	3.118e-06	2.653e-01	5.508e-04	1.330e+00
NEST:34	6.105e-01	2.482e-18	3.982e-01	1.080e-07	1.533e+00
NEST:40	1.454e-01	6.151e-02	7.743e-02	3.214e-01	1.879e+00
NEST:44	1.482e-01	5.677e-02	2.214e-01	4.151e-03	6.693e-01
NEST:49	2.281e-01	3.115e-03	2.949e-01	1.151e-04	7.737e-01
NEST:66	4.147e-01	2.775e-08	3.975e-01	1.136e-07	1.043e+00
NEST:45	1.311e-01	9.228e-02	9.633e-02	2.170e-01	1.361e+00
NEST:69	2.033e-01	8.608e-03	1.684e-01	3.009e-02	1.207e+00
NEST:137	3.738e-01	7.041e-07	1.991e-01	1.013e-02	1.877e+00
NEST:145	1.948e-01	1.190e-02	1.765e-02	8.215e-01	1.104e+01
NEST:138	2.849e-01	1.995e-04	7.923e-02	3.102e-01	3.595e+00
NEST:168	4.262e-01	1.038e-08	2.661e-01	5.293e-04	1.601e+00
NEST:169	8.990e-02	2.494e-01	2.428e-01	1.620e-03	3.702e-01
NEST:127	2.433e-01	1.585e-03	-4.403e-02	5.733e-01	-5.526e+00
NEST:212	4.014e-01	8.351e-08	4.421e-01	2.470e-09	9.079e-01
NEST:170	2.404e-01	1.810e-03	3.949e-01	1.398e-07	6.087e-01
NEST:105	1.060e-01	1.741e-01	1.520e-01	5.057e-02	6.973e-01
NEST:77	5.803e-02	4.577e-01	1.173e-01	1.324e-01	4.948e-01
NEST:254	1.596e-01	3.993e-02	8.760e-02	2.617e-01	1.822e+00
NEST:52	3.796e-01	4.563e-07	2.888e-01	1.611e-04	1.314e+00
NEST:81	1.028e-01	1.877e-01	1.907e-01	1.383e-02	5.387e-01
NEST:146	2.160e-01	5.185e-03	2.136e-01	5.730e-03	1.011e+00
NEST:129	1.273e-02	8.707e-01	1.005e-01	1.975e-01	1.266e-01
NEST:112	4.943e-01	1.298e-11	2.152e-01	5.371e-03	2.298e+00
NEST:117	2.686e-01	4.662e-04	2.318e-01	2.657e-03	1.159e+00
NEST:123	3.796e-01	4.548e-07	4.016e-01	8.203e-08	9.453e-01
NEST:126	2.741e-01	3.527e-04	7.664e-02	3.264e-01	3.576e+00
NEST:133	1.288e-01	9.806e-02	4.227e-02	5.887e-01	3.048e+00
NEST:155	3.087e-01	5.202e-05	3.780e-01	5.151e-07	8.167e-01
NEST:177	2.926e-01	1.302e-04	2.918e-01	1.368e-04	1.003e+00
NEST:85	3.976e-01	1.129e-07	4.494e-01	1.249e-09	8.847e-01
NEST:150	4.476e-01	1.479e-09	3.024e-01	7.516e-05	1.480e+00
NEST:90	1.160e-01	1.367e-01	3.010e-01	8.128e-05	3.853e-01
NEST:61	2.404e-01	1.807e-03	1.754e-01	2.384e-02	1.371e+00
NEST:210	1.828e-01	1.838e-02	1.915e-01	1.347e-02	9.550e-01
NEST:55	4.406e-01	2.834e-09	2.755e-01	3.273e-04	1.599e+00
NEST:142	1.890e-01	1.476e-02	2.295e-01	2.938e-03	8.234e-01
NEST:153	3.303e-01	1.383e-05	2.400e-01	1.846e-03	1.377e+00
NEST:182	1.190e-01	1.267e-01	3.455e-01	5.145e-06	3.445e-01
NEST:221	2.575e-01	8.115e-04	2.686e-01	4.675e-04	9.586e-01
NEST:239	2.557e-01	8.825e-04	1.881e-01	1.522e-02	1.359e+00
NEST:132	2.565e-01	8.515e-04	1.143e-01	1.425e-01	2.243e+00
NEST:89	3.828e-01	3.576e-07	3.126e-01	4.128e-05	1.225e+00
NEST:195	3.608e-01	1.791e-06	3.084e-01	5.296e-05	1.170e+00
NEST:21	2.826e-01	2.246e-04	2.967e-01	1.037e-04	9.526e-01
NEST:70	1.981e-02	8.000e-01	3.026e-02	6.988e-01	6.547e-01
NEST:13	3.771e-01	5.505e-07	3.048e-01	6.533e-05	1.237e+00
NEST:256	-1.778e-01	2.189e-02	2.270e-01	3.277e-03	-7.836e-01
NEST:33	3.700e-01	9.299e-07	3.461e-01	4.953e-06	1.069e+00
NEST:47	2.928e-01	1.292e-04	2.354e-01	2.262e-03	1.244e+00
NEST:48	9.029e-02	2.473e-01	1.320e-02	8.659e-01	6.838e+00
NEST:63	8.385e-02	2.828e-01	7.381e-02	3.446e-01	1.136e+00
NEST:84	3.002e-01	8.506e-05	1.488e-01	5.566e-02	2.017e+00
NEST:202	2.162e-02	7.822e-01	5.879e-02	4.518e-01	3.677e-01
NEST:43	-1.442e-02	8.537e-01	1.529e-01	4.921e-02	-9.430e-02
NEST:51	3.727e-01	7.604e-07	2.936e-01	1.237e-04	1.270e+00
NEST:57	3.908e-01	1.933e-07	3.679e-01	1.084e-06	1.062e+00
NEST:82	3.978e-01	1.117e-07	3.959e-01	1.290e-07	1.005e+00
NEST:83	3.743e-01	6.748e-07	3.203e-01	2.581e-05	1.169e+00
NEST:165	2.059e-01	7.794e-03	3.585e-01	2.104e-06	5.742e-01
NEST:186	2.101e-01	6.589e-03	2.812e-01	2.431e-04	7.473e-01
NEST:193	1.085e-01	1.639e-01	8.538e-02	2.741e-01	1.271e+00
NEST:199	2.644e-01	5.775e-04	2.877e-01	1.710e-04	9.190e-01
NEST:293	3.133e-01	3.952e-05	3.248e-01	1.962e-05	9.647e-01
NEST:94	3.160e-01	3.368e-05	2.182e-01	4.741e-03	1.448e+00
NEST:97	1.265e-01	1.042e-01	1.035e-01	1.847e-01	1.223e+00
NEST:27	1.383e-01	7.561e-02	2.837e-02	7.168e-01	4.875e+00
NEST:158	-1.651e-02	8.328e-01	7.236e-02	3.542e-01	-2.281e-01
NEST:134	-7.525e-03	9.233e-01	1.257e-01	1.065e-01	-5.984e-02
NEST:42	3.486e-01	4.177e-06	3.844e-01	3.174e-07	9.069e-01
NEST:93	8.603e-02	2.704e-01	3.914e-01	1.851e-07	2.198e-01
NEST:35	1.672e-01	3.135e-02	2.836e-01	2.131e-04	5.894e-01
NEST:39	2.011e-01	9.359e-03	1.154e-01	1.389e-01	1.744e+00
NEST:11	2.600e-01	7.163e-04	3.305e-01	1.369e-05	7.868e-01
NEST:78	1.075e-01	1.680e-01	1.316e-01	9.105e-02	8.169e-01
NEST:24	1.247e-01	1.093e-01	8.463e-02	2.783e-01	1.474e+00
NEST:196	1.107e-01	1.555e-01	2.275e-01	3.203e-03	4.868e-01
NEST:163	5.528e-02	4.793e-01	1.550e-01	4.618e-02	3.567e-01
NEST:54	1.185e-01	1.285e-01	4.121e-02	5.981e-01	2.875e+00
NEST:277	2.205e-01	4.302e-03	4.011e-02	6.079e-01	5.498e+00
NEST:59	2.025e-01	8.886e-03	3.121e-01	4.248e-05	6.488e-01
NEST:125	1.816e-01	1.920e-02	1.166e-01	1.346e-01	1.557e+00
